date,tmax,tmin,tav,数据检测1,数据检测2,相对湿度,风速,降水量
2018/9/16,23.4,7.5,14.5125,0,0,69.5,1.25,0
2018/9/17,25.9,7.5,16.35,0,0,67.125,1.125,0
2018/9/18,27.1,12.4,18.625,0,0,63.875,1.375,0
2018/9/19,27.1,11.2,18.2625,0,0,69.75,1,0
2018/9/20,26.9,11.6,18.975,0,0,70.5,1.5,0
2018/9/21,20,12.2,16.825,0,0,78.875,1.375,7
2018/9/22,20.5,6.4,14.5625,0,0,56.75,1.5,0
2018/9/23,18.6,9.6,13.725,0,0,62.875,1.875,0
2018/9/24,19.7,4.7,12.0125,0,0,71.625,1.625,0
2018/9/25,21.6,5.3,13.1625,0,0,69.125,1.125,0
2018/9/26,22,7.2,13.8875,0,0,65.875,1.75,0
2018/9/27,23.1,5.9,14.125,0,0,67.25,1.25,0
2018/9/28,16.7,11.8,14.925,0,0,80.75,1.25,0.9
2018/9/29,16.6,9.1,11.775,0,0,92,1.25,7.2
2018/9/30,15.1,7.8,10.525,0,0,80.625,1.25,0
2018/10/1,17.9,6,11.6875,0,0,69.625,2.625,6
2018/10/2,21.6,3.4,12.5375,0,0,66.875,1.5,0
2018/10/3,23.9,7,14.525,0,0,75.125,0.875,0
2018/10/4,25.2,9.4,15.7625,0,0,71.375,1.25,0
2018/10/5,24.3,7.4,14.7,0,0,69.625,1.125,0
2018/10/6,19.2,3.8,11.7875,0,0,56.125,2.125,0
2018/10/7,18.6,0.1,9.6625,0,0,54.625,1.625,0
2018/10/8,17.1,1.5,8.9125,0,0,58,1.125,0
2018/10/9,10.9,1.8,7.175,0,0,64.125,1.5,0
2018/10/10,10.8,1.6,6.4125,0,0,70.625,1.25,0.1
2018/10/11,13.5,-1,5.7625,0,0,70.75,1,0
2018/10/12,18.5,-0.3,8.4875,0,0,66.5,1.25,0
2018/10/13,19.1,2.7,10.3,0,0,70.125,1.875,0
2018/10/14,18.6,4.2,11.375,0,0,71,1.75,0
2018/10/15,16.9,0.2,7.9375,0,0,64,0.875,0
2018/10/16,14.1,0.8,7.15,0,0,52.875,2.125,0
2018/10/17,13,-1.9,5.9625,0,0,56.375,1.875,0
2018/10/18,14.6,-1.4,5.475,0,0,58.625,1.25,0
2018/10/19,17.7,-2.8,5.925,0,0,59.875,0.75,0
2018/10/20,20.5,-1.8,8.225,0,0,61,1.375,0
2018/10/21,19.3,1.8,10.925,0,0,65.75,2.375,0
2018/10/22,18.7,8.3,14.0625,0,0,68.75,2.25,0
2018/10/23,14.2,3.4,8.925,0,0,71,1.75,12.3
2018/10/24,19.6,2.2,11.3875,0,0,67.875,2.5,0
2018/10/25,19.3,4.9,12.9,0,0,69.5,2.125,0
2018/10/26,10.5,4.5,7.65,0,0,59.5,3.5,16
2018/10/27,8.3,2.5,5.4875,0,0,44.25,4.5,0
2018/10/28,7.6,1.3,5.1375,0,0,43.625,2.875,0
2018/10/29,5.2,-0.4,3.6,0,0,52,1.875,0
2018/10/30,8.3,-0.4,3.65,0,0,66.5,1.125,0
2018/10/31,10.4,-3.1,2.925,0,0,71,1,0
2018/11/1,14.3,-2.7,4.475,0,0,66.75,1.25,0
2018/11/2,18.1,-1.2,8.3,0,0,66.875,2.625,0
2018/11/3,18,1.9,9.725,0,0,67.375,2.125,0
2018/11/4,9.4,2.2,4.9625,0,0,82.125,3.125,0.8
2018/11/5,7,0.4,2.9375,0,0,52.5,2.375,0
2018/11/6,7.6,-5.5,1.05,0,0,61,1,0
2018/11/7,9.6,-2.2,2.2125,0,0,65.125,0.75,0
2018/11/8,8.8,0.4,5.4125,0,0,80.25,1.75,3.3
2018/11/9,10.6,3.5,6.5125,0,0,64.875,2.25,4
2018/11/10,8,-2.5,2.375,0,0,57.875,1.375,0
2018/11/11,10.9,-1.8,3.25,0,0,58.5,1.375,0
2018/11/12,10.7,-2.7,3.125,0,0,58.375,1.375,0
2018/11/13,10.5,-2.1,2.85,0,0,57,1.5,0
2018/11/14,11.9,-3.1,3.1625,0,0,66.875,1.5,0
2018/11/15,8.9,-0.5,3.025,0,0,52.625,2.25,0
2018/11/16,1.2,-7.7,-3.2875,0,0,38.25,1.875,0
2018/11/17,5.8,-9.2,-2.3875,0,0,62.125,1.5,0
2018/11/18,7.9,-4.9,0.4125,0,0,50.875,1.875,0
2018/11/19,4.6,-7.6,-2.1625,0,0,58.125,1.125,0
2018/11/20,0.8,-7.5,-1.375,0,0,58.75,2.375,0.3
2018/11/21,1.3,-11.1,-4.3,0,0,55.875,1.5,0
2018/11/22,-1.4,-11,-5.3375,0,0,38.625,1.75,0
2018/11/23,4.3,-11.1,-3.2625,0,0,62,1.625,0.1
2018/11/24,4.3,-1.5,1.4875,0,0,79.25,1.25,2
2018/11/25,7.6,-4.7,0.2,0,0,76.5,1,0
2018/11/26,12.4,-3.5,6.2875,0,0,70,3.875,0
2018/11/27,5.7,-2.4,2.1875,0,0,20.5,2.875,0
2018/11/28,1,-9.9,-3.65,0,0,33.875,1.5,0
2018/11/29,1.3,-11.8,-6.15,0,0,45.125,1.25,0
2018/11/30,7.1,-11.4,-1.275,0,0,47,2.75,0
2018/12/1,7.6,-8.3,-0.2875,0,0,37.625,1.875,0
2018/12/2,7.1,-2.4,4.5125,0,0,66.625,1.625,2
2018/12/3,6.4,-2.6,2.9375,0,0,47.25,2.875,7
2018/12/4,-3.8,-9.8,-6.375,0,0,33.75,2.25,0
2018/12/5,-2.8,-13,-7.4125,0,0,50,1.375,0
2018/12/6,-5.7,-11.8,-9.125,0,0,47.125,2.875,1.5
2018/12/7,-11.7,-16,-13.6125,0,0,30.125,2.5,0
2018/12/8,-9.6,-16.4,-13.175,0,0,35.375,2.375,0
2018/12/9,-5,-18.8,-12.95,0,0,54.625,1.375,0
2018/12/10,-3.6,-14.6,-9.7,0,0,47.25,2,0
2018/12/11,-6,-15.4,-11.025,0,0,51.875,1.375,0
2018/12/12,-4.1,-18.4,-10.325,0,0,54.25,1.625,0
2018/12/13,-5.8,-15.6,-8.9,0,0,51.25,2.375,0
2018/12/14,-4.8,-17.6,-12.325,0,0,67.125,1.125,0
2018/12/15,3.4,-12,-2.35,0,0,66,2.5,0
2018/12/16,2.9,-9.3,-2.4,0,0,61.75,1.375,0
2018/12/17,1.9,-12.3,-5.0875,0,0,56.375,1.75,0
2018/12/18,1.5,-7.5,-4.4375,0,0,55.5,1.375,0
2018/12/19,4.3,-11.2,-4.475,0,0,58.5,1.375,0
2018/12/20,5.2,-11.5,-4.1875,0,0,59.5,0.875,0
2018/12/21,3.8,-5.8,-0.2875,0,0,82.5,1.25,4
2018/12/22,2.3,-7.9,-3.0875,0,0,82.75,1,0
2018/12/23,-4.2,-13.6,-7.525,0,0,46,1.875,0
2018/12/24,0.7,-15.6,-6.9,0,0,58.625,1.875,0
2018/12/25,-1.8,-12,-5.1125,0,0,40.875,3.125,0
2018/12/26,-11.9,-15.2,-13.85,0,0,22.25,2.75,0
2018/12/27,-13.8,-18,-15.5625,0,0,28.125,3.125,0
2018/12/28,-7.9,-21,-13.4,0,0,36.375,2.25,0
2018/12/29,-8.8,-18.5,-12.9125,0,0,40.125,1.5,0
2018/12/30,-9.1,-21,-16.025,0,0,59,1.375,0
2018/12/31,-8.3,-19.3,-15.0125,0,0,57.25,1.25,0
2019/1/1,-8.1,-20.6,-15.475,0,0,59.5,1.125,0
2019/1/2,-5.3,-20.1,-13.9625,0,0,59.875,0.875,0
2019/1/3,0,-16.6,-8.125,0,0,55.375,1.875,0
2019/1/4,-3.7,-14,-6.9,0,0,41.75,2.25,0
2019/1/5,-6.3,-16.1,-10.3125,0,0,38.25,1.625,0
2019/1/6,-5.9,-17.5,-12.575,0,0,56.875,0.875,0
2019/1/7,-3.4,-18,-11.925,0,0,59.125,1,0
2019/1/8,-6.6,-17,-10.0125,0,0,38.5,1.875,0
2019/1/9,-1,-19.7,-9.0375,0,0,53,2.125,0
2019/1/10,2.5,-11.6,-5.125,0,0,54.625,1.625,0
2019/1/11,3.2,-12.6,-5.7375,0,0,59,1.25,0
2019/1/12,3.5,-7.2,-2.0125,0,0,70.25,1.25,0
2019/1/13,-1,-11.5,-4.8625,0,0,77.125,1,0
2019/1/14,0,-14.7,-6.675,0,0,62.75,1.75,0
2019/1/15,-7.4,-15.6,-10.7,0,0,34.875,3.625,0
2019/1/16,-0.2,-17.4,-8.05,0,0,42.5,2.25,0
2019/1/17,-2.1,-14.5,-8.6625,0,0,49.875,1.5,0
2019/1/18,2.5,-13.3,-6.5875,0,0,59.75,1.75,0
2019/1/19,-1.6,-15.3,-7.5125,0,0,54.5,1.625,0
2019/1/20,-2.9,-9.4,-6,0,0,32.625,2.25,0
2019/1/21,4,-9,-2.75,0,0,42.25,2.25,0
2019/1/22,5.3,-12,-3.5,0,0,43.875,1.25,0
2019/1/23,-0.3,-12.3,-4.6875,0,0,40.125,1.75,0
2019/1/24,-0.3,-12.9,-7.0375,0,0,42,1.5,0
2019/1/25,-4,-13.1,-7.975,0,0,41,2.75,0
2019/1/26,-1.5,-16.3,-10.8,0,0,56.57142857,1.142857143,0
2019/1/27,3.6,-13.9,-3,0,0,52.5,3.5,0.2
2019/1/28,-0.3,-11.3,-4.25,0,0,34,2.75,0
2019/1/29,4.9,-14.7,-4.1,0,0,41.875,3.125,0
2019/1/30,-1.2,-8.6,-4.525,0,0,30.5,3,0
2019/1/31,-4.6,-16.3,-9.7,0,0,30.125,2.125,0
2019/2/1,3.1,-8.9,-3.475,0,0,32,2.75,0
2019/2/2,6.5,-6,0.3125,0,0,52.5,2.375,0
2019/2/3,1.2,-9.7,-4.275,0,0,43.375,3.125,0
2019/2/4,-1.8,-16.9,-8.4125,0,0,34.125,2.25,0
2019/2/5,-2.7,-11.9,-7.0875,0,0,31.125,3.375,0
2019/2/6,-7.6,-12.7,-10.425,0,0,27,4.125,1
2019/2/7,-12.5,-20.4,-15.75,0,0,23.875,2.375,0
2019/2/8,-9.2,-22.8,-15.4875,0,0,33.25,1.25,0
2019/2/9,-7.6,-20.4,-13.625,0,0,36.75,1.25,0
2019/2/10,-6.1,-20.6,-13.5375,0,0,42.5,0.875,0
2019/2/11,-1.9,-17.5,-10.15,0,0,38.75,2,0
2019/2/12,-6.5,-16.9,-10.8625,0,0,28,1.5,0
2019/2/13,-5.5,-20.9,-13.525,0,0,37.5,0.625,0
2019/2/14,-2.1,-19.6,-9.425,0,0,33.625,1,0
2019/2/15,-3.6,-10,-6.55,0,0,68.875,2.125,1.8
2019/2/16,-2.1,-18.2,-10.1625,0,0,59.125,1,0
2019/2/17,3.1,-13.9,-4.675,0,0,48.5,1.875,0
2019/2/18,6.9,-12,-1.9875,0,0,41.25,1.75,0
2019/2/19,1.3,-2.9,-0.85,0,0,72.375,1.5,1.3
2019/2/20,3.8,-5.7,-1.0125,0,0,72.375,1.75,0.1
2019/2/21,7.4,-8.5,-0.6,0,0,57.75,1.375,0
2019/2/22,7.8,-8.7,-1.4625,0,0,59.625,1,0
2019/2/23,11.7,-8.2,2.375,0,0,45.875,1.75,0
2019/2/24,7.7,-2.6,3.3875,0,0,28.125,1.75,0
2019/2/25,5.6,-5.1,-0.225,0,0,33.625,1.25,0
2019/2/26,6.1,-7.2,-0.6625,0,0,40,1.375,0
2019/2/27,4.9,-8.1,-1.85,0,0,54.5,1.375,0
2019/2/28,10.4,-7.5,0.975,0,0,51.625,1.375,0
2019/3/1,11.8,-6.1,1.6625,0,0,50.375,1.375,0
2019/3/2,14.1,-5.5,4.3625,0,0,48.25,3,0
2019/3/3,14.3,-2.7,5.45,0,0,54.25,1.75,0
2019/3/4,11.6,-1.9,4.65,0,0,56,1.25,0
2019/3/5,10.5,-5.4,2.1,0,0,77.5,1.125,0
2019/3/6,5,-4,1.725,0,0,50.25,3.375,0
2019/3/7,8.8,-9.1,0.15,0,0,44.125,1.5,0
2019/3/8,14.3,-6.3,4.6,0,0,40,3.5,0
2019/3/9,11.7,4.7,7.4,0,0,34.875,2.625,0
2019/3/10,9.3,-1.3,4.6,0,0,32.875,1.375,0
2019/3/11,12.1,-3.8,5.125,0,0,32.625,2.75,0
2019/3/12,2.7,-1.9,0.3875,0,0,22.625,3.75,0
2019/3/13,6,-3.2,0.35,0,0,22.125,2.875,0
2019/3/14,8.5,-3.5,2.5875,0,0,33.25,3,0
2019/3/15,6.5,-4.5,1.2625,0,0,55.625,1.75,0.6
2019/3/16,9.4,-5.2,3.4375,0,0,50.875,2.625,0
2019/3/17,12.2,-5.9,5.3875,0,0,42.625,3.125,0
2019/3/18,18.1,6.1,10.9375,0,0,39.25,4.375,0
2019/3/19,20.1,5.5,12.8375,0,0,53.375,3.625,0
2019/3/20,14.8,4.8,11.0125,0,0,59,2,0.9
2019/3/21,2.1,-3.1,-0.15,0,0,65.75,3.875,9
2019/3/22,6.8,-6.7,1.325,0,0,52,2,0
2019/3/23,6.2,-0.1,2.35,0,0,40.125,3.25,0
2019/3/24,12.6,0.4,6.625,0,0,41.625,4.75,0
2019/3/25,16.5,-0.7,8.825,0,0,39.5,2.875,0
2019/3/26,11.1,1,5.8,0,0,17.625,1.75,0
2019/3/27,8.7,1.3,4.875,0,0,27.25,3.25,0
2019/3/28,9.4,-7.5,1.825,0,0,30.875,1.375,0
2019/3/29,12.8,-6.9,4.7,0,0,40.625,1.875,0
2019/3/30,4.4,1.1,2.375,0,0,70.5,2.375,1
2019/3/31,6.8,-4.9,1.55,0,0,46,2.625,0
2019/4/1,8.8,-5.4,2.25,0,0,42,2.375,0
2019/4/2,10.4,-2.2,4.2125,0,0,36.125,2.375,0
2019/4/3,15.1,-5.1,7.3625,0,0,34.5,3.875,0
2019/4/4,18.1,7.5,12.775,0,0,38.625,4.125,0
2019/4/5,13.6,0.7,8.55,0,0,22.875,3.25,0
2019/4/6,14.5,-3.4,6.8375,0,0,27.625,1.875,0
2019/4/7,10.9,-3,4.675,0,0,42.25,1.25,0
2019/4/8,13.6,1.2,6.85,0,0,33.375,1.625,0
2019/4/9,14.1,-0.2,8.4625,0,0,31.625,2.375,0
2019/4/10,15.8,2.5,10.1375,0,0,26.75,2,0
2019/4/11,17.8,-2.5,9.3,0,0,31.125,1.75,0
2019/4/12,20.4,6.8,13.5375,0,0,35.375,4.375,0
2019/4/13,12.3,5.5,10.1375,0,0,71.125,2.375,1.5
2019/4/14,13.9,3.9,8.5,0,0,35.875,2.5,0
2019/4/15,23.7,2.3,15.8375,0,0,23.625,3.875,0
2019/4/16,22.7,10.1,16.625,0,0,33.25,3.75,0
2019/4/17,22.3,7.3,15.925,0,0,43.75,4.75,0
2019/4/18,13,2.5,9.075,0,0,31,4,0
2019/4/19,20.1,0.6,10.475,0,0,22.5,1,0
2019/4/20,12,7.3,9.8,0,0,59.625,2,0.3
2019/4/21,19.8,0.3,11.2875,0,0,40.75,1.25,0
2019/4/22,28.2,7.8,18.45,0,0,29.75,3.875,0
2019/4/23,26.7,16.3,21.325,0,0,50.875,5,0
2019/4/24,16.8,6.9,11.45,0,0,53.25,4.125,2
2019/4/25,11.3,5.2,7.7125,0,0,59.125,1.875,0
2019/4/26,17.7,4.6,11.4375,0,0,32,2.25,0
2019/4/27,20.9,0.3,12.0875,0,0,43.625,3.75,0
2019/4/28,17.1,6.8,12.5125,0,0,52.25,3.75,0
2019/4/29,13.8,4.9,11.1125,0,0,62.25,1.75,0
2019/4/30,18.8,9.8,13.8875,0,0,66.25,1.625,0.4
2019/5/1,20.6,7,14.225,0,0,36.75,1.75,0
2019/5/2,27.4,3.8,16.7875,0,0,31.875,2.25,0
2019/5/3,30.5,8.4,20.7375,0,0,26.75,3.5,0
2019/5/4,28.9,13.8,22.8,0,0,30,4.75,0
2019/5/5,17.6,3.7,11.225,0,0,53.875,3.25,4.4
2019/5/6,21.5,0.2,12.2625,0,0,41.375,1.875,0
2019/5/7,25.5,11.7,18.3125,0,0,24.75,2.875,0
2019/5/8,26.7,15.8,20.25,0,0,28.25,4.5,0
2019/5/9,27.6,8.9,20.1875,0,0,35.25,2.5,0
2019/5/10,29.3,9.8,21.175,0,0,41.75,3.875,0
2019/5/11,29.2,9.9,21.1125,0,0,37.75,2,0
2019/5/12,27.6,8.6,20.1875,0,0,41.375,2.875,0
2019/5/13,17.7,10.6,14.5125,0,0,59.25,3.25,25
2019/5/14,25,11,18.425,0,0,41.25,3.25,0
2019/5/15,26.4,9.4,18.1875,0,0,47.75,3.25,0
2019/5/16,22.6,18.3,20.275,0,0,66.875,3.5,0
2019/5/17,26.9,16.9,22.1125,0,0,58.875,4,0
2019/5/18,26.6,15.3,22.1,0,0,56.125,3.25,0
2019/5/19,19.9,10.8,15.9125,0,0,80.375,2.25,7
2019/5/20,20.2,10.8,15.8,0,0,49.5,4.5,5
2019/5/21,23.3,14.9,19.525,0,0,28.875,3.875,0
2019/5/22,26.9,10.3,19.8875,0,0,37,2,0
2019/5/23,31.7,15.4,24.0625,0,0,31.5,3,0
2019/5/24,35.7,13.4,26.425,0,0,36.625,3.625,0
2019/5/25,34.7,20.3,27.4625,0,0,32.125,3.875,0
2019/5/26,23.9,18.5,21.7875,0,0,64,3.125,0
2019/5/27,18.6,9.6,13.2625,0,0,80,3.625,47
2019/5/28,24.1,6.7,15.8625,0,0,51.5,2.5,0
2019/5/29,27.5,8.2,19.9125,0,0,41.5,2.75,0
2019/5/30,21.6,15,19.5125,0,0,38.25,2,0
2019/5/31,24.3,12.5,19.425,0,0,45.75,2.75,0
2019/6/1,28.9,15.8,22.7,0,0,40,1.875,0
2019/6/2,26.8,15.7,20.7375,0,0,62.75,2.875,2
2019/6/3,23.2,15,18.3875,0,0,81.75,1.375,15
2019/6/4,24.5,15,20.3,0,0,73.875,1.125,0
2019/6/5,26.8,16.5,22.65,0,0,69.125,2.5,0
2019/6/6,29.7,17.3,23.525,0,0,67.625,1.75,0
2019/6/7,28,15.7,22.85,0,0,65.75,3,0
2019/6/8,26.2,17.2,21.3375,0,0,66.875,2.5,6
2019/6/9,22.2,15.5,18.0125,0,0,83.5,1.125,34
2019/6/10,24.4,15,19.3625,0,0,76.625,1.375,0
2019/6/11,24.3,15.9,20.4,0,0,75,2.5,0
2019/6/12,28.5,17.4,23.475,0,0,66,2.5,0
2019/6/13,22.5,16.8,19.5875,0,0,77.875,2,0.5
2019/6/14,26,15.2,20.9875,0,0,66.75,2,3
2019/6/15,20.8,16.6,18.35,0,0,65.5,3.375,0
2019/6/16,22.9,14.6,18.4,0,0,63.625,1.875,0
2019/6/17,25.2,13.1,21.2,0,0,56.83333333,1.5,0
2019/6/18,21.6,15.7,18.225,0,0,88,1,10
2019/6/19,28.2,13.8,21.9375,0,0,73.5,2.75,0
2019/6/20,27.4,19.5,23.1625,0,0,63,2.625,0
2019/6/21,27.3,17.4,22.6375,0,0,50.25,2.5,0
2019/6/22,28.8,13.7,22.125,0,0,58.25,2.125,0
2019/6/23,30.8,15,23.6375,0,0,57.5,1.375,0
2019/6/24,32.1,16.6,25.6,0,0,54.875,2,0
2019/6/25,30.4,20.9,25.75,0,0,51.25,3.25,0
2019/6/26,29.1,17.6,24.2375,0,0,60.75,2.875,0.3
2019/6/27,30.4,17.2,25,0,0,60.125,3,0
2019/6/28,26.1,19.4,22.3625,0,0,77.375,1.5,0
2019/6/29,21.7,17.7,19.375,0,0,90.375,1.25,38.6
2019/6/30,24.2,17,20.9125,0,0,66.625,1.5,0.2
2019/7/1,27,17.1,21.2,0,0,70,1.375,0
2019/7/2,28.9,15.5,22.625,0,0,68.875,2.5,0
2019/7/3,30,15.6,24.225,0,0,63.375,3.5,0
2019/7/4,31.9,19.6,26.6,0,0,60.125,3.25,0
2019/7/5,30.2,21.6,25.9125,0,0,64.125,2.25,0
2019/7/6,31.5,20.9,26.65,0,0,57.25,1.75,0
2019/7/7,30,21,24.0625,0,0,78.75,1.875,8
2019/7/8,30.4,18.6,24.425,0,0,74.875,1.125,2.8
2019/7/9,31.1,19.2,25.775,0,0,68.375,1.5,4
2019/7/10,29.2,20.4,25.1375,0,0,71.75,1.375,0.2
2019/7/11,27.1,20.6,23.15,0,0,72.375,1.75,21.2
2019/7/12,26.1,20,23.4125,0,0,77,1.875,0
2019/7/13,26.3,19.8,22.5375,0,0,85.5,0.625,26.5
2019/7/14,25.7,19.8,22.4875,0,0,87.125,0.75,13.4
2019/7/15,27.6,19.7,23.4875,0,0,82.5,1.375,0
2019/7/16,29.5,19.5,25.4,0,0,72.875,2.125,0
2019/7/17,28.4,21.1,24.7875,0,0,76.75,2.125,0
2019/7/18,29,22.1,25.725,0,0,76.25,2,1.2
2019/7/19,31.8,22.2,27.3125,0,0,70.625,1.25,0
2019/7/20,33.5,20.9,28.3875,0,0,69.25,1.875,0
2019/7/21,27.8,21.5,25.0625,0,0,83.125,1.25,4.3
2019/7/22,34.6,20.7,28.4375,0,0,72.875,2.375,0
2019/7/23,29.2,24.3,26.9875,0,0,76.125,1.5,0
2019/7/24,32.9,25.4,28.9,0,0,73.625,2.5,0.5
2019/7/25,29.9,23.5,27.3125,0,0,76.625,1.75,0.1
2019/7/26,32.5,21.6,27.2125,0,0,73.75,2.25,10
2019/7/27,33.8,25.1,29.5375,0,0,71.875,2.5,0
2019/7/28,34,22.4,29.0375,0,0,70.875,2.125,0
2019/7/29,33.6,25.9,29.6875,0,0,69,2.625,0
2019/7/30,31.6,24.3,27.6375,0,0,81.25,3.625,23
2019/7/31,32.5,24.8,28.1375,0,0,72.625,2.5,0
2019/8/1,32,23.5,27.8625,0,0,72.5,2.125,0
2019/8/2,30.2,21.5,25.45,0,0,79.625,0.75,0.2
2019/8/3,26.6,21.3,23.825,0,0,86.25,2.75,102.8
2019/8/4,28.8,22.1,25.55,0,0,81.625,1.5,0
2019/8/5,30.2,20.8,25.8875,0,0,84,0.875,0.1
2019/8/6,31.1,23.8,26.925,0,0,83.125,0.75,0.8
2019/8/7,30.8,24,27.0625,0,0,81.625,1.375,0
2019/8/8,28.5,22.2,24.7625,0,0,85.75,1.125,40.1
2019/8/9,31.3,20.9,26.0375,0,0,80.375,1.375,0
2019/8/10,29.4,22.2,24.4625,0,0,88,2.125,39
2019/8/11,22.8,21.8,22.45,0,0,94.5,2,16
2019/8/12,26.5,21,23.1625,0,0,89.75,2.875,46.1
2019/8/13,26.9,22.9,24.5125,0,0,90.875,1.5,18
2019/8/14,23.8,21,22.775,0,0,96,1.25,73
2019/8/15,26.1,21.2,23.375,0,0,88.375,2.125,40
