date,tmax,tmin,tav,数据检测1,数据检测2,相对湿度,风速,降水量
2019/8/16,28.1,19.6,23.5375,0,0,81.125,2.125,32
2019/8/17,24.6,18.6,20.8125,0,0,84.25,2.5,18
2019/8/18,26.2,17.9,21.725,0,0,79.25,1.5,1.2
2019/8/19,29.7,16.5,22.95,0,0,76.125,0.875,0
2019/8/20,26.3,17.9,22.775,0,0,87.125,1.125,0.2
2019/8/21,27.5,21,24.1,0,0,69.25,2.625,1.8
2019/8/22,27.7,18.5,23.2,0,0,64.125,2.375,0
2019/8/23,25.1,18.2,21.7125,0,0,73.25,1.625,0
2019/8/24,27.1,16.6,21.5125,0,0,77.75,1.375,0
2019/8/25,29.3,15.5,22.8375,0,0,74.625,1.375,0
2019/8/26,29.1,18.4,23.5125,0,0,77.75,2.75,6.8
2019/8/27,28.2,19.7,23.0625,0,0,81,1.375,8.1
2019/8/28,26.5,17.1,21.1875,0,0,78.25,1.875,3.4
2019/8/29,21.1,16.5,18.3875,0,0,86.625,1.625,2
2019/8/30,22.8,15.9,19.025,0,0,86.625,1.75,0.4
2019/8/31,27.4,13,19.85,0,0,77.5,1,0
2019/9/1,29.5,13.7,22.05,0,0,69.875,2.875,0
2019/9/2,30,15.7,23.8,0,0,62.125,2.25,0
2019/9/3,30.1,16.7,22.9625,0,0,74.75,1.25,0
2019/9/4,29.9,16.7,23.1875,0,0,76.75,1.125,0
2019/9/5,22.8,19.2,21.0625,0,0,97.375,1.375,6.1
2019/9/6,26.8,20.2,23.0375,0,0,86.25,1.125,0.2
2019/9/7,23.4,19.4,21.5,0,0,94.625,2.375,3
2019/9/8,28.2,19.4,23.4875,0,0,85.625,1.75,0.2
2019/9/9,27.6,18.9,22.1625,0,0,67.875,1.75,0
2019/9/10,20.7,17,18.825,0,0,64.25,2.125,0
2019/9/11,24.2,12.3,17.825,0,0,61,2.125,0
2019/9/12,24.3,12.6,18.4,0,0,80.375,1.75,0
2019/9/13,20.4,16.5,18.1,0,0,96.5,1.375,20
2019/9/14,24.1,13.7,18.2625,0,0,80,1.125,0.1
2019/9/15,25.1,10.2,19.3375,0,0,75.625,2.5,0
2019/9/16,21.2,9,15.875,0,0,54,2.375,1.4
2019/9/17,23.3,5.5,14.8375,0,0,65.875,2.375,0
2019/9/18,18.5,6.6,13.2875,0,0,44.375,3.125,0
2019/9/19,23.4,5.2,14.7,0,0,75.375,3.375,0
2019/9/20,25.8,9.3,18.075,0,0,74.75,2.875,0
2019/9/21,24.7,11.3,17.5,0,0,66,3,0
2019/9/22,23.8,7.8,16.5375,0,0,57,3.125,0
2019/9/23,24.7,7.9,15.5,0,0,70.5,1.125,0
2019/9/24,23.1,8.4,15.65,0,0,71.125,2.375,0
2019/9/25,27.6,8.3,17.8125,0,0,67,2.875,0
2019/9/26,28.1,11.7,19.35,0,0,73,2.375,0
2019/9/27,27,11.5,18.7375,0,0,74.75,2.5,0
2019/9/28,26.5,12.1,19.3,0,0,72.375,3.75,0
2019/9/29,24,14.8,18.8,0,0,86.625,1.625,0
2019/9/30,28.8,14.5,20.825,0,0,75.75,3.875,0
2019/10/1,29.4,14.5,21.275,0,0,71.125,3.5,0
2019/10/2,27.1,-10.8,15.0875,0,0,76.625,1.5,0
2019/10/3,17,10.6,14.4375,0,0,76,7,0
2019/10/4,9.1,4.5,6.9625,0,0,74.625,7.75,0.1
2019/10/5,14.7,2.3,8,0,0,49,4.125,0
2019/10/6,12.7,-11.1,4.0875,0,0,69.25,2,0
2019/10/7,21.5,2.7,13.1875,0,0,62.375,6,0
2019/10/8,15.6,6.8,10.575,0,0,34.375,4.625,0
2019/10/9,21.5,3.5,13.6375,0,0,65.125,4.5,0
2019/10/10,21.1,-7.2,13.2625,0,0,50.875,4.5,0
2019/10/11,18.9,7.2,12.375,0,0,34.25,2.5,0
2019/10/12,16.8,7.1,11.4125,0,0,36.75,2.75,0
2019/10/13,8,0.9,5.1625,0,0,53.75,3,0
2019/10/14,9.4,-2.6,2.7875,0,0,54.25,1.625,0
2019/10/15,13.7,-3.8,4.475,0,0,50.5,1.375,0
2019/10/16,17.9,-1.5,7.4375,0,0,54.375,1,0
2019/10/17,18.3,3.4,9.15,0,0,55.375,1,0
2019/10/18,19.5,3.1,11.5375,0,0,64.625,1.125,0
2019/10/19,19.4,7.8,12.3,0,0,80.875,1.125,0
2019/10/20,20.1,9.8,15.225,0,0,69,2.25,0
2019/10/21,20.1,5.6,11.7875,0,0,46.25,1,0
2019/10/22,19.9,4.2,11.0625,0,0,77.75,0.875,0
2019/10/23,20.6,5.8,11.7625,0,0,82.25,1,0
2019/10/24,21.7,-20.1,9.2,0,0,66.875,1.75,0
2019/10/25,6.6,1.6,4.7,0,0,66.5,2.5,5
2019/10/26,9.4,-2.9,2.55,0,0,70.25,1.375,0
2019/10/27,15.8,-6.3,4.7875,0,0,65,1.25,0
2019/10/28,17.1,3.1,9.55,0,0,69.5,3,4
2019/10/29,10.6,-0.2,5.3625,0,0,54,1.625,0
2019/10/30,18.7,-1.2,10.4375,0,0,63.25,2.625,0
2019/10/31,18.1,8.8,13.1875,0,0,40.875,2.125,0
2019/11/1,12.3,-0.1,6.675,0,0,35.5,1.375,0
2019/11/2,14.7,-1.6,6.775,0,0,45.375,2.125,0
2019/11/3,6,-0.4,2.5375,0,0,38.25,3.5,0
2019/11/4,10,-2.6,2.1875,0,0,49.5,1.25,0
2019/11/5,8.6,-3.7,1.8,0,0,51.875,1.125,0
2019/11/6,9.9,-5.2,2.325,0,0,47.5,1.5,0
2019/11/7,4.3,-4.8,0.0375,0,0,43.125,2.25,0
2019/11/8,12.3,-6.2,2.4625,0,0,53.625,1.125,0
2019/11/9,14.8,-2.8,4.775,0,0,56.75,1.75,0
2019/11/10,13.4,3.7,9.6875,0,0,64.625,1.5,0
2019/11/11,11.8,-0.6,6.925,0,0,65.125,2,6
2019/11/12,14.5,-2.2,5.8125,0,0,66,1.625,0
2019/11/13,10.5,-5.3,0.9375,0,0,44.125,3.375,0
2019/11/14,2.3,-11.7,-3.4625,0,0,58.125,2.375,2
2019/11/15,0.6,-6.4,-3.271428571,0,0,51.85714286,2,7
2019/11/16,2.3,-8.6,-2.6375,0,0,61.5,1.5,0
2019/11/17,2.6,-0.5,0.925,0,0,76.125,2.125,11
2019/11/18,-2.7,-5.7,-3.8625,0,0,37.125,4.25,1.6
2019/11/19,-2.4,-11.4,-5.7375,0,0,39.75,2.75,0
2019/11/20,4.7,-12.9,-4.55,0,0,68.125,1.125,0
2019/11/21,7,-4.2,2.9875,0,0,80.25,1.5,0
2019/11/22,11.5,2.7,8.275,0,0,73.625,2.25,0
2019/11/23,10.8,-0.2,4.55,0,0,90.75,3.25,15.3
2019/11/24,-0.4,-6,-3.0625,0,0,43.75,4.25,0.2
2019/11/25,-2.2,-11.3,-7.15,0,0,54.125,1.25,0
2019/11/26,4.6,-11.7,-2.575,0,0,61.375,2.625,0
2019/11/27,-4.3,-8.6,-6.3625,0,0,37,2.875,0
2019/11/28,-3.7,-14.3,-9.4625,0,0,53.875,0.875,0
2019/11/29,-1.1,-13.8,-7.7875,0,0,58,1,0
2019/11/30,0.3,-6.6,-2.3,0,0,80.25,1.5,1.8
2019/12/1,-1.9,-12.2,-6.7625,0,0,62.75,1.125,0
2019/12/2,-3.4,-11.2,-6.7125,0,0,47.625,2.375,0
2019/12/3,-3.3,-11.9,-8.975,0,0,50.75,1.375,0
2019/12/4,-7.8,-12.7,-10.425,0,0,41.625,1.5,0
2019/12/5,-12,-18.7,-15.2125,0,0,39.625,1.625,0
2019/12/6,-1,-20.6,-8.825,0,0,60.125,2.125,0
2019/12/7,-2.7,-12.3,-6.775,0,0,52.625,1.375,0
2019/12/8,4,-13.4,-3.3125,0,0,61.375,1.875,0
2019/12/9,4.7,-5.2,1.75,0,0,72.25,1.375,0
2019/12/10,1.9,-9,-2.6,0,0,82.375,1,0
2019/12/11,-2.4,-10.3,-4.9,0,0,78.5,2.125,0.2
2019/12/12,-0.5,-13.2,-6.325,0,0,62.25,1.625,0.1
2019/12/13,3.9,-5.2,-0.0375,0,0,53.5,2.5,0
2019/12/14,0.2,-10.2,-4.9875,0,0,58.625,1,0
2019/12/15,5.6,-12.5,-3.9,0,0,61.875,1.125,0
2019/12/16,0.7,-5,-0.8125,0,0,90.125,0.375,29.5
2019/12/17,1.7,-11.8,-4.1875,0,0,65,3.125,24
2019/12/18,-6,-15.1,-11.475,0,0,73,0.875,0
2019/12/19,-5.4,-15.7,-11.8,0,0,73.375,1.25,0
2019/12/20,-2.6,-17.2,-8.5375,0,0,66.625,1.75,0
2019/12/21,-1.3,-11,-5.125,0,0,62.875,1.5,0
2019/12/22,-4,-10.9,-7.5,0,0,72.75,2.125,0
2019/12/23,-6.9,-15.4,-10.625,0,0,66,1.875,0
2019/12/24,-1,-16.5,-8.925,0,0,68,1.25,0
2019/12/25,0.1,-12.3,-5.842857143,0,0,73,2.571428571,0
2019/12/26,-9.8,-16.9,-12.6,0,0,70,1.375,0
2019/12/27,-4.1,-18.3,-11.8875,0,0,77.25,1.125,0
2019/12/28,3.4,-9.7,-3.9125,0,0,78.75,1.25,0
2019/12/29,4.9,-12.1,-4.914285714,0,0,83.71428571,1.285714286,3
2019/12/30,-12.6,-17.6,-14.925,0,0,62.375,1.875,3.4
2019/12/31,-6.5,-21.3,-13.6625,0,0,64.875,1.625,0
2020/1/1,-6.2,-18.5,-13.7375,0,0,70.25,0.75,0
2020/1/2,-4.6,-19.5,-13.0625,0,0,71,1,0
2020/1/3,-2.4,-17.5,-10.8875,0,0,75.125,0.875,0
2020/1/4,-1.7,-15.4,-10.275,0,0,78.25,0.375,0
2020/1/5,-0.5,-14.7,-8.35,0,0,75.25,1.375,0
2020/1/6,0.9,-7.2,-2.325,0,0,77.25,0.875,0.3
2020/1/7,0,-10.3,-7.1125,0,0,73.125,3.75,0
2020/1/8,-6.4,-10.2,-7.8,0,0,77.25,1.875,1.2
2020/1/9,-3.1,-13.4,-7.95,0,0,78,1.125,0
2020/1/10,-2.4,-15.9,-10.525,0,0,77,1.125,0
2020/1/11,-6.3,-16.3,-10.7,0,0,63.125,1.25,0
2020/1/12,-8.4,-18.6,-14.8875,0,0,72.125,0.75,0
2020/1/13,-6.9,-20.4,-14.4875,0,0,67.25,1.125,0
2020/1/14,-6.6,-19.2,-14.5,0,0,68.875,1.25,0
2020/1/15,-5.8,-20.4,-14.2125,0,0,70.25,0.625,0
2020/1/16,-5.8,-19.1,-13.85,0,0,70.875,1,0
2020/1/17,-3.8,-18.4,-12.075,0,0,69.875,1.125,0
2020/1/18,-1.7,-18.6,-9.5125,0,0,67.375,0.625,0
2020/1/19,-3.4,-15.6,-7.15,0,0,70.25,1.625,3.2
2020/1/20,-3.5,-17,-11.4,0,0,66.75,1.5,0
2020/1/21,2.5,-16.3,-6.575,0,0,60.5,2,0
2020/1/22,0,-7.9,-2.7625,0,0,87.625,0.75,0.4
2020/1/23,-0.5,-13,-3.6875,0,0,67.625,2.375,0.2
2020/1/24,-5,-14.7,-9.75,0,0,48.5,1.5,0
2020/1/25,-0.6,-16.4,-8.825,0,0,54.25,1.375,0
2020/1/26,-1.1,-16.2,-9.35,0,0,64.375,1.25,0
2020/1/27,1.8,-14.4,-5.6625,0,0,61.75,1.125,0
2020/1/28,0.7,-9.3,-4.75,0,0,63.25,1.5,0
2020/1/29,-8.1,-12.8,-10.825,0,0,67.75,3.875,0
2020/1/30,-7.3,-15.1,-11.6,0,0,66.125,3.125,0
2020/1/31,-2.6,-18.9,-11.3625,0,0,70.25,0.625,0
2020/2/1,-1.6,-15.7,-9.775,0,0,67.125,0.75,0
2020/2/2,-5.3,-14.5,-9.85,0,0,66.25,1.125,0
2020/2/3,-6,-15.2,-10.3,0,0,63.625,1.5,0
2020/2/4,-8.4,-15.4,-12.0625,0,0,42.375,2.375,0
2020/2/5,-12.7,-19.2,-15.85,0,0,42.125,1.875,0
2020/2/6,-6.9,-21.3,-13.6,0,0,53.25,1.75,0
2020/2/7,-2,-12.4,-6.8125,0,0,60.25,1.375,0.3
2020/2/8,-2.5,-14.9,-8.9625,0,0,61.125,1.375,0
2020/2/9,4.5,-15.2,-4.4625,0,0,74.625,2.625,0
2020/2/10,6.9,-6.9,-1.025,0,0,76,1.125,0
2020/2/11,11,-4.3,3.55,0,0,72.875,2.625,0
2020/2/12,12.1,-1.1,5.65,0,0,73.125,2.125,0
2020/2/13,10.7,-2.3,4.3375,0,0,82,3,0
2020/2/14,-3.4,-7.3,-5.275,0,0,75,4,1
2020/2/15,-4.8,-8.4,-7.05,0,0,73.125,4.75,24
2020/2/16,-5.9,-10.3,-8.0875,0,0,55.5,5,9.4
2020/2/17,-6.3,-16.2,-11,0,0,51.375,2.75,0
2020/2/18,1.4,-18.6,-7.9625,0,0,69.5,1,0
2020/2/19,3.2,-10.8,-4.1875,0,0,71,0.875,0
2020/2/20,5.3,-7.9,-1.825,0,0,67.125,1.125,0
2020/2/21,1.6,-0.4,0.7625,0,0,93.75,1.375,39
2020/2/22,1.3,-2.9,-1.0125,0,0,49.625,2.625,0.1
2020/2/23,7.1,-8.1,0.8875,0,0,62.25,2.375,0
2020/2/24,6.2,-3,1.9,0,0,58.5,1.875,0
2020/2/25,3.6,-1.8,1.385714286,0,0,48,3.714285714,0
2020/2/26,2.2,-4.9,-1.575,0,0,53.625,2.5,0
2020/2/27,4.8,-8.1,-1.75,0,0,61.375,1.375,0
2020/2/28,4.6,-3.9,0.8125,0,0,64.75,2.125,0
2020/2/29,1.9,-0.8,0.2875,0,0,66.125,1.375,0
2020/3/1,2.7,-1.4,0.3125,0,0,55.25,2.625,0
2020/3/2,2.2,-3.8,-1.2875,0,0,65.25,1.75,0
2020/3/3,3.6,-2.2,-0.05,0,0,77.375,2,4.2
2020/3/4,-1.9,-7.5,-4.0625,0,0,70.75,2.625,5.5
2020/3/5,4.9,-10.4,-2.0875,0,0,65.5,2.5,0
2020/3/6,6.4,-3.9,2.2,0,0,71.25,2.25,0
2020/3/7,4.5,2.2,3.3,0,0,89.875,0.75,4.9
2020/3/8,9.2,1.4,5.3375,0,0,82,2.125,0
2020/3/9,4.1,2.2,3.2,0,0,84.71428571,2.142857143,10.9
2020/3/10,3.8,-1.7,1.375,0,0,50.5,2.875,0
2020/3/11,7,-4,1.8,0,0,44.875,2.375,0
2020/3/12,6.6,-1.4,2.8125,0,0,37.625,2.5,0
2020/3/13,3.3,-7.7,-0.675,0,0,38,2.25,0
2020/3/14,7.7,-3.8,2.985714286,0,0,46.42857143,2.714285714,0
2020/3/15,2.2,-4.9,-0.8,0,0,35.375,3.625,0
2020/3/16,6.4,-10.1,0.025,0,0,47.5,3.5,0
2020/3/17,13.4,0.3,6.05,0,0,47.25,2.75,0
2020/3/18,18.5,-1.5,9.6,0,0,46.125,3.625,0
2020/3/19,8.4,-0.1,5.5375,0,0,43.625,3.125,0.2
2020/3/20,15.4,-2.8,7.325,0,0,48.75,2.5,0.1
2020/3/21,11,-1,5.325,0,0,31.5,1.5,0
2020/3/22,12.5,-2.1,5.8875,0,0,43.75,1.625,0
2020/3/23,12.4,0.6,6.875,0,0,46,1.875,0
2020/3/24,18.5,-1.7,8.775,0,0,44,1.75,0
2020/3/25,16.1,7.5,11.3375,0,0,36.125,3.125,0
2020/3/26,10.1,0.6,4.475,0,0,79,2.5,3.9
2020/3/27,7.8,-4.1,2.925,0,0,40.125,2.125,0.4
2020/3/28,8.7,-5.7,2.825,0,0,30.625,1.875,0
2020/3/29,14.4,-3.2,6.5,0,0,29.75,2.875,0
2020/3/30,17.6,-1.3,9.5875,0,0,39,3.5,0
2020/3/31,14.1,8.5,11.375,0,0,31.625,3.125,0
2020/4/1,12.8,3.5,7.475,0,0,22.25,2.375,0
2020/4/2,18.4,1.7,10.6,0,0,28.625,3.375,0
2020/4/3,19.6,4.7,11.0875,0,0,39.25,3.875,0
2020/4/4,7.7,-1.8,3.55,0,0,23.125,3,0
2020/4/5,12.3,-7,3.65,0,0,31,1,0
2020/4/6,17.6,-2.3,8.8125,0,0,32.875,2,0
2020/4/7,11.9,3.1,7.6125,0,0,26.25,2.875,0
2020/4/8,9.1,-2.1,4.7125,0,0,44.125,2,0
2020/4/9,9.8,0.7,5.225,0,0,56.375,2.125,0
2020/4/10,15.2,-1.2,7.0875,0,0,46.25,1.75,0
2020/4/11,19,-2.1,9.95,0,0,35.375,2.375,0
2020/4/12,17.8,6.4,12.075,0,0,26.875,3.25,0
2020/4/13,20.8,1.3,11.7125,0,0,35.375,1.125,0
2020/4/14,23.3,3.1,15.075,0,0,33.25,2.875,0
2020/4/15,24.5,6.5,15.95,0,0,37,2.5,0
2020/4/16,21.2,4.3,15,0,0,36.375,2.25,0
2020/4/17,14.2,10.2,12.5,0,0,63.375,1.625,2.3
2020/4/18,21.8,7.2,14.025,0,0,56.875,1,0.1
2020/4/19,17.3,7.7,11.55,0,0,70.25,1.625,4
2020/4/20,9.6,5.2,7.5125,0,0,55.5,3.875,58
2020/4/21,5.6,1.9,3.5625,0,0,33.75,5.375,0
2020/4/22,6.9,-0.6,2.8875,0,0,62.375,2.25,1.2
2020/4/23,12.1,-3.2,5.75,0,0,51,1.625,0
2020/4/24,16.7,3.3,11.9125,0,0,38,3,0
2020/4/25,14.8,3.5,9.35,0,0,46.375,3.125,0
2020/4/26,15.3,3.5,9.6375,0,0,38.875,2.125,0
2020/4/27,19.1,0.3,11.625,0,0,39,1.625,0
2020/4/28,23.4,10.9,17.4375,0,0,36.375,3.875,0
2020/4/29,22.8,12.4,18.025,0,0,46.375,2.875,0
2020/4/30,22.6,10.6,16.3625,0,0,58.875,2.625,0
2020/5/1,29.3,13.9,21.0625,0,0,58.625,3.5,0
2020/5/2,30,13.9,22.575,0,0,58.5,3.5,0
2020/5/3,20.5,5.6,13.9125,0,0,78.125,2.875,8.5
2020/5/4,16.4,5.3,9.725,0,0,62.125,2.5,3.7
2020/5/5,23.3,3.7,15.0125,0,0,51,1.625,0
2020/5/6,24.9,6.3,17.1875,0,0,36.875,2.125,0
2020/5/7,24,10.1,18.5125,0,0,38.125,2.5,0
2020/5/8,18,11.4,13.775,0,0,83.125,2.375,38
2020/5/9,18.5,11.7,14.6,0,0,89,1.125,9.4
2020/5/10,24.7,13.5,18.7875,0,0,53.625,4.125,0
2020/5/11,22.5,10.9,17.3,0,0,33.25,4.625,0.8
2020/5/12,19.8,9.6,14.55,0,0,49.125,3.125,12
2020/5/13,26.7,11.5,19.75,0,0,42.375,3.25,0
2020/5/14,27.6,17.3,22.5625,0,0,37.625,4.625,0
2020/5/15,16.3,13.6,14.8625,0,0,74.5,1.25,6.8
2020/5/16,20.1,13.5,16.7875,0,0,81.625,1.25,19.2
2020/5/17,22.2,14.4,17.3875,0,0,71.25,2.125,97.1
2020/5/18,16.4,13.4,14.625,0,0,82.875,3.25,47
2020/5/19,15.5,11.9,13.65,0,0,85.375,2.375,79
2020/5/20,20.2,10.6,15.25,0,0,73.625,1.375,0
2020/5/21,21.3,11.3,16.225,0,0,74.5,2.125,1.4
2020/5/22,14.5,12.2,13.475,0,0,96.625,1.125,112
2020/5/23,19,13.1,15.3625,0,0,88.25,1.75,15.8
2020/5/24,23.7,14.6,19.175,0,0,71.25,2.75,4
2020/5/25,24.7,13.1,18.875,0,0,52.75,2,0
2020/5/26,22.8,10.8,17.2375,0,0,55.75,1.75,0
2020/5/27,18.6,11,15.25,0,0,81.625,2.5,8.5
2020/5/28,24.8,8.9,17.4,0,0,70.375,2,0
2020/5/29,28.3,12.1,21.325,0,0,55.625,2.25,0
2020/5/30,28.9,16.5,22.9875,0,0,47.625,3,0
2020/5/31,24.5,14.4,17.9125,0,0,74.125,2.5,32
2020/6/1,24.5,13.1,18.7375,0,0,57.25,3.25,54
2020/6/2,21.1,13.2,17.125,0,0,72.25,2.375,4
2020/6/3,24.3,14.5,19.6125,0,0,65.125,2.625,0
2020/6/4,24,14.7,19.85,0,0,48.75,2,0
2020/6/5,26.9,12.4,19.9125,0,0,59.875,1.875,0
2020/6/6,29.3,13.6,21.9875,0,0,55.125,1.625,0
2020/6/7,30.3,16.3,23.8,0,0,56.75,2.25,0
2020/6/8,32.5,19.3,25.85,0,0,61.375,2.625,0
2020/6/9,28.5,20.3,24.925,0,0,63.75,1.75,0
2020/6/10,25.6,18.8,22.8,0,0,73.625,2.5,1
2020/6/11,28.3,18.3,23.375,0,0,57.5,1.625,2
2020/6/12,30.3,18,25.0375,0,0,56.125,3.25,0
2020/6/13,29.9,18.8,24.3,0,0,62.375,3,2
2020/6/14,28.5,18.4,23.35,0,0,56.25,3,6
2020/6/15,27.4,17.6,23.25,0,0,52.25,2.5,0
2020/6/16,30.4,13.6,23.6875,0,0,54.5,2,0
2020/6/17,31.9,16.6,25.725,0,0,52.625,2.5,0
2020/6/18,30,19.4,25.025,0,0,54.375,2.125,0
2020/6/19,31.2,17.6,25.375,0,0,51.875,1.625,0
2020/6/20,31.6,19.3,26.7875,0,0,54.5,3.75,0
2020/6/21,31.6,23.7,27.1875,0,0,56.375,3.75,0
2020/6/22,30.3,19.9,25.825,0,0,59.875,3,0
2020/6/23,26.4,20.5,23.575,0,0,59,2.375,0
2020/6/24,22.3,19.1,21.025,0,0,77,2.125,0.4
2020/6/25,26.9,19.8,23.3,0,0,71.5,2.375,21
2020/6/26,24.4,17.3,20.325,0,0,74.75,2,90
2020/6/27,27,16.7,21.8625,0,0,74.375,1.375,0
2020/6/28,30.4,16.9,23.9125,0,0,72.625,1.375,0
2020/6/29,28.7,18.6,24.3375,0,0,74,1.375,0
2020/6/30,28.1,20.8,24.475,0,0,69.625,1.75,12
2020/7/1,30,19.9,25.4125,0,0,63.75,1.375,0
2020/7/2,30.9,19,24.5375,0,0,68.75,2,0
2020/7/3,29.6,20.9,25.4,0,0,68.375,1.75,0
2020/7/4,27,21.6,24.0125,0,0,72.125,2.875,4
2020/7/5,26.8,21.3,24.1875,0,0,64.125,3,4
2020/7/6,25.3,16.3,22,0,0,71.125,1.625,0
2020/7/7,28.4,19.7,23.5125,0,0,63.125,2.125,0
2020/7/8,30,14.2,22.5125,0,0,59.875,1.25,0
2020/7/9,32,15.6,24.225,0,0,54.625,1.625,0
2020/7/10,32.1,18.8,26.375,0,0,57.375,1.375,0
2020/7/11,,,,,,,,
